fd05f5ab-3e29-4a33-a573-6b7c04f88887,3702f541-abff-4255-a41d-5ecbe0331aed,Flipgrid-Sandbox-kinetoscope-1b32e7bf-88e3-4353-a07f-cc47a892e487,Application
3c4506aa-e4ee-4c6a-8a36-e81abd837969,52424a0d-382e-4c62-b101-a1fa464c31f9,Flipgrid-kinetoscope-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
8038c914-94f1-4acc-b350-e96c4bb852dd,6124a89f-24a0-473d-b5cb-2db07b3799df,Flipgrid-flip_api-9b162f9c-14d2-4945-89b2-e74a81dc39e7,Application
f96ad124-0ace-47f1-abae-b6ecb0d568e9,36fa9680-23f3-424f-9ce0-019f0bf4ca86,Flipgrid-Infrastructure,Application
ae841ab5-b8f8-48a4-a78c-59e03b36e5e1,0218784e-bf7c-435d-a8ed-deaf02e8b9d0,DevopsAgentPool.Deploy,Application
966788ec-c200-4e1d-b45b-8455fe3d95de,73046ce0-1d9d-426b-b8d8-f345fd44dcfe,Flipgrid-flip_api-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
2564addd-6129-4322-8b0e-12eea6da7a57,181b5e02-3476-4fd1-86dc-f64d50031597,lkjSP-20190411160625,Application
8da5d424-a884-4b37-a54f-60b827a014ef,246a35d3-2d5c-4090-bd11-d88f972f97c4,devcusrvmediasvc-access-sp,Application
674d9bc1-6d01-49d1-8cb7-ad22d2c84365,e384fd95-2361-42c5-a830-8438fcfa6634,Flipgrid-Builds-f831b841-0891-4fd0-bad4-50b879fafc97,Application
99bc5473-891f-422a-886f-6badff1f8a53,680d0ccf-5125-4ef8-be2e-17efaa533036,FgGenevaSP,Application
c43ada8f-878b-48d2-baee-6ad46a6c8aa1,3d4ecda9-4d52-45e5-b62f-0280c71689b0,Flipgrid-Builds-f831b841-0891-4fd0-bad4-50b879fafc97,Application
d0b763e1-3597-40f5-b16f-375fe8054a74,1cead7f1-33a2-4f38-8cfa-a8dc82ae620a,Flipgrid-Builds-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
b3ce5d1f-42e1-4ca0-af59-fe88a3d435bf,c6c00bd3-7723-4f1b-b247-ae279854cd6e,Flipgrid-Builds-2755b1b2-5eaf-4768-91a7-390ad473e3d6,Application
2bef2544-483c-4d6a-99dc-3d74d44f08c9,41b1a54a-3b00-4501-b695-c6eaa198e2ce,Flipgrid-Builds-b734674b-ace4-4253-9144-640bffff75a8,Application
57e4fb84-e118-4a9c-8f43-30a416841020,2560024e-d6db-46bd-8d99-7f0685405fd6,Flipgrid-Builds-68063b7e-9c9d-41e2-bda1-3060668c8aa5,Application
cd2a3721-681a-4ccb-8e79-e6941194e2e8,0c55ae75-2c2e-4aec-b4a6-e5b1ddd27b3e,Flipgrid-worker-89fc06be-a53e-45d0-9683-14913895b439,Application
b82e38af-0c50-407a-ab5f-8f8c13c8f7be,d3fc1b75-dd22-4d14-8ba5-2577395faffb,azure-cli-2019-12-06-15-35-34,Application
0a2675f7-8b94-4c43-a64d-275127c14253,05c67295-5245-4169-9780-44286e7fa52a,deveastusk8ssvcs,Application
a85576d5-8a45-4e28-9cf8-7592e6b2b036,2587c612-1383-4c2c-b865-6c7407a899d9,stgeastusk8ssvcs,Application
b98ca459-41d9-4b76-b78b-1effb1ee6da2,ad2379a1-88be-45a5-a05d-553d91e34cdf,prodeastusk8ssvcs,Application
96dfb580-2d21-4011-a966-69da154e0225,77e94014-18a9-4614-905a-4c0800e5f084,deveastusk8sapps,Application
